#bessel weißes licht
#e_w [m] g1	b1	b2	g2

0.45	0.0144	0.0306	0.0308	0.0142
0.50	0.0134	0.0366	0.0365	0.0135
0.55	0.0127	0.0423	0.0423	0.0127
0.60	0.0122	0.0478	0.0477	0.0123
0.65	0.0119	0.0531	0.0530	0.0120
0.70	0.0118	0.0482	0.0583	0.0117
0.75	0.0116	0.0734	0.0735	0.0115
0.80	0.0114	0.0686	0.0684	0.0116
0.85	0.0114	0.0736	0.0736	0.0114
0.90	0.0113	0.0787	0.0788	0.0113
