# Trägheitsmoment von Körper 2: Kugel

# 5*T_1	/s 	Durchmesser d /m	Masse m /kg

 8.60		0.13745			0.8127
 8.56		0.13730			0.8127
 8.61		0.13720			0.8127
 8.58		0.13745			0.8127
 8.56		0.13750			0.8127
 8.61		0.13740			0.8127
 8.55		0.13750			0.8127
 8.61		0.13710			0.8127
 8.60		0.13745			0.8127
 8.61		0.13730			0.8127
