# Trägheitsmoment der Puppe

# 5*T_1	/s 	5*T_2 /sDurchmesser d /m	Masse m /kg

3.84		4.87				0.16260
3.89		4.78				0.16261
3.86		4.87				0.16262
3.86		4.80				0.16265
3.87		4.86				0.16263
3.93		4.96				0.16263
3.84		4.80				0.16261
3.90		4.90				0.16262
3.84		4.90				0.16261
3.87		4.87				0.16264

#T_1 entspricht der 2.. Position, T_2 der 1.!


